timestamp,name,symbol,price_usd,vol_24h,total_vol,chg_24h,chg_7d,market_cap
2026-02-16 01:59:53,Cardano,ada,$0.28,"$554,230,291.00",0.30%,-5.15%,+4.16%,"$10,383,525,328"
2026-02-16 01:59:53,Sui,sui,$0.98,"$749,727,460.00",0.40%,-5.95%,-0.27%,"$3,751,060,297"
2026-02-16 01:59:53,Pepe,pepe,$0.00,"$949,733,696.00",0.51%,-11.71%,+18.10%,"$1,852,803,714"
2026-02-16 01:59:53,BNB,bnb,$616.09,"$984,155,962.00",0.52%,-2.61%,-4.24%,"$83,991,561,787"
2026-02-16 01:59:53,USD1,usd1,$1.00,"$1,752,261,481.00",0.93%,-0.01%,-0.07%,"$5,288,664,157"
2026-02-16 01:59:53,Dogecoin,doge,$0.10,"$2,739,934,770.00",1.46%,-8.62%,+6.83%,"$17,423,478,115"
2026-02-16 01:59:53,Ethereum,eth,"$1,968.92","$30,646,201,933.00",16.33%,-5.78%,-6.39%,"$237,592,115,418"
2026-02-16 01:59:53,Solana,sol,$86.36,"$4,316,699,477.00",2.30%,-2.54%,-0.66%,"$49,075,004,075"
2026-02-16 01:59:53,USDC,usdc,$1.00,"$5,325,204,988.00",2.84%,-0.00%,+0.01%,"$73,598,129,516"
2026-02-16 01:59:53,XRP,xrp,$1.49,"$5,444,207,234.00",2.90%,-1.03%,+3.54%,"$90,555,960,992"
2026-02-16 01:59:53,Bitcoin,btc,"$68,920.00","$43,623,169,211.00",23.25%,-1.49%,-2.58%,"$1,377,737,145,863"
2026-02-16 01:59:53,Tether,usdt,$1.00,"$85,352,576,062.00",45.49%,-0.00%,+0.02%,"$183,678,944,014"
2026-02-16 01:44:44,Figure Heloc,figr_heloc,$1.02,"$56,542.00",0.00%,+0.00%,-1.27%,"$15,459,348,752"
2026-02-16 01:44:44,LEO Token,leo,$8.41,"$1,490,216.00",0.00%,-2.99%,+1.46%,"$7,745,979,733"
2026-02-16 01:44:44,Canton,cc,$0.16,"$8,968,854.00",0.00%,-3.28%,-3.48%,"$6,110,832,856"
2026-02-16 01:44:44,MemeCore,m,$1.31,"$8,684,968.00",0.00%,-3.41%,-0.18%,"$2,272,493,300"
2026-02-16 01:44:44,BlackRock USD Institutional Digital Liquidity Fund,buidl,$1.00,$0.00,0.00%,+0.00%,+0.00%,"$1,840,586,028"
2026-02-16 01:44:44,Falcon USD,usdf,$1.00,"$450,113.00",0.00%,-0.04%,+0.00%,"$1,751,643,201"
2026-02-16 01:44:44,Circle USYC,usyc,$1.12,$44.60,0.00%,+nan%,+0.06%,"$1,588,052,579"
2026-02-16 01:44:44,Cronos,cro,$0.08,"$15,234,688.00",0.01%,-4.34%,+0.71%,"$3,289,617,609"
2026-02-16 01:44:44,Bitget Token,bgb,$2.37,"$20,206,362.00",0.01%,-2.69%,-9.63%,"$1,656,896,864"
2026-02-16 01:44:44,OKB,okb,$78.53,"$21,848,134.00",0.01%,-3.31%,+3.59%,"$1,648,124,834"
2026-02-16 01:44:44,Rain,rain,$0.01,"$33,307,653.00",0.02%,+0.44%,+7.13%,"$3,355,545,837"
2026-02-16 01:44:44,Ethena USDe,usde,$1.00,"$59,435,568.00",0.03%,-0.05%,-0.01%,"$6,296,900,573"
2026-02-16 01:44:44,Mantle,mnt,$0.63,"$53,615,964.00",0.03%,-5.25%,-2.10%,"$2,044,500,047"
2026-02-16 01:44:44,WhiteBIT Coin,wbt,$51.54,"$69,500,795.00",0.04%,-1.74%,-3.81%,"$11,011,985,673"
2026-02-16 01:44:44,USDS,usds,$1.00,"$76,438,287.00",0.04%,-0.09%,-0.02%,"$9,704,825,957"
2026-02-16 01:44:44,Monero,xmr,$329.98,"$81,919,356.00",0.04%,-8.15%,+5.11%,"$6,103,264,918"
2026-02-16 01:44:44,Toncoin,ton,$1.48,"$81,068,949.00",0.04%,-1.79%,+5.25%,"$3,619,371,254"
2026-02-16 01:44:44,Pi Network,pi,$0.18,"$79,099,823.00",0.04%,-1.11%,+23.39%,"$1,611,006,634"
2026-02-16 01:44:44,Dai,dai,$1.00,"$92,984,542.00",0.05%,-0.03%,-0.06%,"$4,166,087,899"
2026-02-16 01:44:44,Bittensor,tao,$184.05,"$92,278,960.00",0.05%,-3.70%,+11.51%,"$1,768,621,254"
2026-02-16 01:44:44,Polkadot,dot,$1.36,"$118,723,299.00",0.06%,-5.50%,+0.91%,"$2,259,100,386"
2026-02-16 01:44:44,Hedera,hbar,$0.10,"$126,308,409.00",0.07%,-4.97%,+9.23%,"$4,284,972,996"
2026-02-16 01:44:44,World Liberty Financial,wlfi,$0.10,"$145,804,876.00",0.08%,-5.88%,-4.52%,"$2,765,163,865"
2026-02-16 01:44:44,Tether Gold,xaut,"$5,002.23","$144,779,177.00",0.08%,+0.14%,+0.59%,"$2,606,662,039"
2026-02-16 01:44:44,PayPal USD,pyusd,$1.00,"$165,935,529.00",0.09%,-0.03%,-0.02%,"$4,023,032,787"
2026-02-16 01:44:44,Hyperliquid,hype,$30.59,"$193,134,216.00",0.10%,-3.43%,-5.60%,"$7,292,886,748"
2026-02-16 01:44:44,Stellar,xlm,$0.17,"$191,724,212.00",0.10%,-3.09%,+4.75%,"$5,574,129,413"
2026-02-16 01:44:44,Aster,aster,$0.73,"$195,639,065.00",0.10%,-1.03%,+16.99%,"$1,786,599,399"
2026-02-16 01:44:44,Shiba Inu,shib,$0.00,"$216,028,179.00",0.12%,-8.64%,+6.78%,"$3,858,020,656"
2026-02-16 01:44:44,PAX Gold,paxg,"$5,035.04","$247,199,864.00",0.13%,+0.22%,+0.41%,"$2,311,476,432"
2026-02-16 01:44:44,Avalanche,avax,$9.28,"$260,994,122.00",0.14%,-4.01%,+2.02%,"$4,009,054,186"
2026-02-16 01:44:44,Uniswap,uni,$3.46,"$262,611,616.00",0.14%,-5.69%,-0.32%,"$2,194,780,010"
2026-02-16 01:44:44,Bitcoin Cash,bch,$555.58,"$276,866,355.00",0.15%,-1.67%,+4.76%,"$11,107,483,460"
2026-02-16 01:44:44,Litecoin,ltc,$55.05,"$335,228,776.00",0.18%,-2.34%,+1.17%,"$4,229,738,508"
2026-02-16 01:44:44,Chainlink,link,$8.75,"$348,357,058.00",0.19%,-4.53%,-0.99%,"$6,196,542,938"
2026-02-16 01:44:44,Aave,aave,$125.05,"$389,509,262.00",0.21%,-3.36%,+10.31%,"$1,899,877,694"
2026-02-16 01:44:44,TRON,trx,$0.28,"$489,272,223.00",0.26%,-0.75%,+0.59%,"$26,576,935,367"
2026-02-16 01:44:44,Zcash,zec,$294.64,"$508,777,755.00",0.27%,-10.45%,+23.27%,"$4,867,204,090"
2026-02-16 01:44:44,Cardano,ada,$0.28,"$559,907,870.00",0.30%,-5.28%,+4.08%,"$10,379,245,568"
2026-02-16 01:44:44,Sui,sui,$0.98,"$771,225,170.00",0.41%,-5.84%,-0.19%,"$3,754,331,456"
2026-02-16 01:44:44,Pepe,pepe,$0.00,"$959,165,888.00",0.51%,-10.66%,+18.07%,"$1,852,425,439"
2026-02-16 01:44:44,BNB,bnb,$616.02,"$995,436,400.00",0.53%,-2.73%,-4.25%,"$84,009,132,712"
2026-02-16 01:44:44,USD1,usd1,$1.00,"$1,752,595,335.00",0.94%,-0.02%,-0.07%,"$5,288,894,724"
2026-02-16 01:44:44,Dogecoin,doge,$0.10,"$2,759,525,670.00",1.47%,-8.80%,+6.69%,"$17,403,667,506"
2026-02-16 01:44:44,Ethereum,eth,"$1,964.58","$30,517,583,656.00",16.29%,-6.08%,-6.59%,"$237,176,129,634"
2026-02-16 01:44:44,Solana,sol,$86.48,"$4,321,963,312.00",2.31%,-2.11%,-0.52%,"$49,130,577,727"
2026-02-16 01:44:44,USDC,usdc,$1.00,"$5,112,747,253.00",2.73%,-0.00%,+0.01%,"$73,605,382,226"
2026-02-16 01:44:44,XRP,xrp,$1.48,"$5,487,546,632.00",2.93%,-1.07%,+3.38%,"$90,401,689,491"
2026-02-16 01:44:44,Bitcoin,btc,"$68,956.00","$43,576,251,255.00",23.26%,-1.45%,-2.53%,"$1,378,354,920,841"
2026-02-16 01:44:44,Tether,usdt,$1.00,"$85,103,526,996.00",45.43%,-0.00%,+0.02%,"$183,686,829,431"
2026-02-16 01:14:49,Figure Heloc,figr_heloc,$1.02,"$56,542.00",0.00%,+0.00%,-1.27%,"$15,459,348,752"
2026-02-16 01:14:49,USDS,usds,$1.00,"$2,504,819.00",0.00%,+0.00%,+0.06%,"$9,716,069,527"
2026-02-16 01:14:49,LEO Token,leo,$8.27,"$1,227,369.00",0.00%,-4.75%,-0.26%,"$7,767,169,697"
2026-02-16 01:14:49,Canton,cc,$0.16,"$8,951,619.00",0.00%,-3.08%,-3.50%,"$6,117,660,958"
2026-02-16 01:14:49,MemeCore,m,$1.32,"$8,799,752.00",0.00%,-2.47%,+0.55%,"$2,293,954,803"
2026-02-16 01:14:49,BlackRock USD Institutional Digital Liquidity Fund,buidl,$1.00,$0.00,0.00%,+0.00%,+0.00%,"$1,840,586,028"
2026-02-16 01:14:49,Falcon USD,usdf,$1.00,"$663,340.00",0.00%,-0.12%,-0.04%,"$1,751,366,200"
2026-02-16 01:14:49,Circle USYC,usyc,$1.12,$44.60,0.00%,+nan%,+0.06%,"$1,588,052,579"
2026-02-16 01:14:49,Cronos,cro,$0.08,"$15,316,883.00",0.01%,-4.70%,+0.16%,"$3,268,564,276"
2026-02-16 01:14:49,Bitget Token,bgb,$2.36,"$19,901,969.00",0.01%,-2.89%,-9.92%,"$1,650,252,265"
2026-02-16 01:14:49,OKB,okb,$78.38,"$22,046,374.00",0.01%,-2.79%,+3.40%,"$1,643,945,250"
2026-02-16 01:14:49,Rain,rain,$0.01,"$33,009,955.00",0.02%,+0.41%,+6.88%,"$3,349,390,202"
2026-02-16 01:14:49,Ethena USDe,usde,$1.00,"$60,193,705.00",0.03%,-0.02%,+0.02%,"$6,296,821,989"
2026-02-16 01:14:49,Mantle,mnt,$0.63,"$53,518,860.00",0.03%,-5.03%,-1.80%,"$2,046,634,960"
2026-02-16 01:14:49,WhiteBIT Coin,wbt,$51.44,"$69,238,456.00",0.04%,-1.91%,-3.98%,"$10,984,642,969"
2026-02-16 01:14:49,Monero,xmr,$332.94,"$80,275,860.00",0.04%,-7.22%,+6.05%,"$6,151,668,836"
2026-02-16 01:14:49,Dai,dai,$1.00,"$85,747,463.00",0.04%,-0.04%,-0.06%,"$4,167,318,017"
2026-02-16 01:14:49,Toncoin,ton,$1.47,"$78,065,284.00",0.04%,-2.53%,+4.67%,"$3,602,346,524"
2026-02-16 01:14:49,Pi Network,pi,$0.18,"$78,202,823.00",0.04%,-1.45%,+21.72%,"$1,582,232,855"
2026-02-16 01:14:49,Bittensor,tao,$184.00,"$92,404,128.00",0.05%,-3.06%,+11.47%,"$1,767,887,827"
2026-02-16 01:14:49,Hedera,hbar,$0.10,"$124,962,084.00",0.06%,-5.30%,+8.42%,"$4,252,148,846"
2026-02-16 01:14:49,Polkadot,dot,$1.35,"$118,957,235.00",0.06%,-5.27%,+0.68%,"$2,251,512,399"
2026-02-16 01:14:49,Tether Gold,xaut,"$5,002.51","$140,674,529.00",0.07%,+0.13%,+0.60%,"$2,605,120,238"
2026-02-16 01:14:49,PayPal USD,pyusd,$1.00,"$163,003,606.00",0.08%,+0.08%,+0.08%,"$4,026,501,153"
2026-02-16 01:14:49,World Liberty Financial,wlfi,$0.10,"$145,681,414.00",0.08%,-5.80%,-4.50%,"$2,760,400,898"
2026-02-16 01:14:49,Hyperliquid,hype,$30.55,"$194,340,787.00",0.10%,-3.15%,-5.74%,"$7,265,234,621"
2026-02-16 01:14:49,Stellar,xlm,$0.17,"$192,378,688.00",0.10%,-3.08%,+4.09%,"$5,538,437,978"
2026-02-16 01:14:49,Aster,aster,$0.72,"$195,534,418.00",0.10%,-1.36%,+16.64%,"$1,774,224,206"
2026-02-16 01:14:49,Shiba Inu,shib,$0.00,"$219,086,928.00",0.11%,-8.43%,+6.27%,"$3,831,897,154"
2026-02-16 01:14:49,PAX Gold,paxg,"$5,035.14","$245,034,031.00",0.13%,+0.22%,+0.41%,"$2,310,854,168"
2026-02-16 01:14:49,Avalanche,avax,$9.25,"$263,778,151.00",0.14%,-4.44%,+1.65%,"$3,989,527,122"
2026-02-16 01:14:49,Uniswap,uni,$3.46,"$262,025,677.00",0.14%,-5.50%,-0.45%,"$2,191,712,595"
2026-02-16 01:14:49,Bitcoin Cash,bch,$554.83,"$287,055,943.00",0.15%,-1.88%,+4.62%,"$11,086,924,702"
2026-02-16 01:14:49,Chainlink,link,$8.71,"$348,985,995.00",0.18%,-4.83%,-1.42%,"$6,168,861,446"
2026-02-16 01:14:49,Litecoin,ltc,$54.91,"$345,452,864.00",0.18%,-2.39%,+0.91%,"$4,210,427,249"
2026-02-16 01:14:49,Aave,aave,$124.86,"$391,251,944.00",0.20%,-4.01%,+10.13%,"$1,896,767,978"
2026-02-16 01:14:49,TRON,trx,$0.28,"$476,995,806.00",0.25%,-1.04%,+0.32%,"$26,517,078,616"
2026-02-16 01:14:49,Zcash,zec,$295.97,"$523,925,915.00",0.27%,-9.13%,+23.82%,"$4,880,737,613"
2026-02-16 01:14:49,Cardano,ada,$0.28,"$562,837,110.00",0.29%,-5.76%,+3.59%,"$10,310,326,890"
2026-02-16 01:14:49,Sui,sui,$0.97,"$772,500,654.00",0.40%,-5.35%,-0.49%,"$3,739,245,500"
2026-02-16 01:14:49,Pepe,pepe,$0.00,"$975,919,369.00",0.51%,-8.85%,+17.82%,"$1,840,478,517"
2026-02-16 01:14:49,BNB,bnb,$614.59,"$1,009,542,712.00",0.52%,-2.58%,-4.47%,"$83,895,310,329"
2026-02-16 01:14:49,USD1,usd1,$1.00,"$1,744,316,389.00",0.91%,-0.04%,-0.08%,"$5,288,239,665"
2026-02-16 01:14:49,Dogecoin,doge,$0.10,"$2,818,127,688.00",1.46%,-7.84%,+6.24%,"$17,298,619,698"
2026-02-16 01:14:49,Ethereum,eth,"$1,959.00","$31,136,821,477.00",16.16%,-6.10%,-6.86%,"$236,442,242,991"
2026-02-16 01:14:49,Solana,sol,$86.37,"$4,350,265,579.00",2.26%,-2.00%,-0.65%,"$48,935,548,239"
2026-02-16 01:14:49,XRP,xrp,$1.47,"$5,331,335,689.00",2.77%,-1.75%,+2.60%,"$89,583,016,298"
2026-02-16 01:14:49,Bitcoin,btc,"$68,803.00","$43,717,851,846.00",22.69%,-1.49%,-2.74%,"$1,376,363,413,895"
2026-02-16 01:14:49,Tether,usdt,$1.00,"$84,879,693,783.00",44.04%,-0.00%,+0.02%,"$183,667,492,217"
2026-02-16 01:14:49,USDC,usdc,$1.00,"$10,068,345,382.00",5.22%,+0.01%,+0.02%,"$73,604,004,315"
2026-02-16 00:56:38,Figure Heloc,figr_heloc,$1.02,"$56,542.00",0.00%,+0.00%,-1.27%,"$15,459,348,752"
2026-02-16 00:56:38,LEO Token,leo,$8.50,"$1,045,696.00",0.00%,-2.05%,+2.79%,"$7,802,105,228"
2026-02-16 00:56:38,Canton,cc,$0.16,"$8,727,963.00",0.00%,-2.44%,-3.54%,"$6,111,076,199"
2026-02-16 00:56:38,MemeCore,m,$1.32,"$8,789,290.00",0.00%,-2.15%,-1.25%,"$2,297,558,453"
2026-02-16 00:56:38,BlackRock USD Institutional Digital Liquidity Fund,buidl,$1.00,$0.00,0.00%,+0.00%,+0.00%,"$1,840,586,028"
2026-02-16 00:56:38,Falcon USD,usdf,$1.00,"$664,157.00",0.00%,-0.06%,+0.01%,"$1,751,104,234"
2026-02-16 00:56:38,Circle USYC,usyc,$1.12,$44.60,0.00%,+nan%,+0.06%,"$1,588,052,579"
2026-02-16 00:56:38,Cronos,cro,$0.08,"$15,604,037.00",0.01%,-4.79%,-0.80%,"$3,267,749,682"
2026-02-16 00:56:38,Bitget Token,bgb,$2.36,"$20,209,726.00",0.01%,-2.84%,-10.02%,"$1,650,359,787"
2026-02-16 00:56:38,OKB,okb,$78.35,"$22,042,512.00",0.01%,-2.73%,+3.30%,"$1,644,940,550"
2026-02-16 00:56:38,Rain,rain,$0.01,"$32,887,333.00",0.02%,-0.05%,+6.44%,"$3,344,846,884"
2026-02-16 00:56:38,Ethena USDe,usde,$1.00,"$61,711,932.00",0.03%,-0.03%,+0.02%,"$6,297,183,717"
2026-02-16 00:56:38,Mantle,mnt,$0.63,"$53,558,024.00",0.03%,-5.28%,-1.93%,"$2,043,017,717"
2026-02-16 00:56:38,WhiteBIT Coin,wbt,$51.34,"$68,894,731.00",0.04%,-1.96%,-4.58%,"$10,969,838,285"
2026-02-16 00:56:38,USDS,usds,$1.00,"$68,074,396.00",0.04%,+0.01%,+0.06%,"$9,707,888,243"
2026-02-16 00:56:38,Monero,xmr,$333.59,"$80,083,490.00",0.04%,-6.91%,+4.03%,"$6,154,232,409"
2026-02-16 00:56:38,Toncoin,ton,$1.47,"$80,500,512.00",0.04%,-2.19%,+4.52%,"$3,605,416,093"
2026-02-16 00:56:38,Pi Network,pi,$0.18,"$78,365,396.00",0.04%,-3.93%,+20.39%,"$1,583,539,531"
2026-02-16 00:56:38,Dai,dai,$1.00,"$94,490,987.00",0.05%,+0.01%,+0.02%,"$4,166,556,780"
2026-02-16 00:56:38,Bittensor,tao,$184.85,"$99,090,984.00",0.05%,-2.39%,+10.40%,"$1,766,499,232"
2026-02-16 00:56:38,Polkadot,dot,$1.35,"$119,211,356.00",0.06%,-4.74%,-0.53%,"$2,251,449,956"
2026-02-16 00:56:38,Hedera,hbar,$0.10,"$125,399,834.00",0.07%,-4.77%,+6.93%,"$4,250,154,999"
2026-02-16 00:56:38,Tether Gold,xaut,"$5,001.38","$138,422,705.00",0.07%,+0.10%,+0.61%,"$2,604,463,229"
2026-02-16 00:56:38,PayPal USD,pyusd,$1.00,"$155,303,864.00",0.08%,+0.02%,+0.00%,"$4,022,452,892"
2026-02-16 00:56:38,World Liberty Financial,wlfi,$0.10,"$146,088,148.00",0.08%,-5.44%,+1.87%,"$2,759,455,547"
2026-02-16 00:56:38,Hyperliquid,hype,$30.52,"$195,360,340.00",0.10%,-3.44%,-6.94%,"$7,270,215,374"
2026-02-16 00:56:38,Aster,aster,$0.73,"$195,868,326.00",0.10%,-1.09%,+16.85%,"$1,782,561,236"
2026-02-16 00:56:38,Stellar,xlm,$0.17,"$200,860,474.00",0.11%,-3.04%,+3.25%,"$5,539,531,028"
2026-02-16 00:56:38,Shiba Inu,shib,$0.00,"$222,563,058.00",0.12%,-7.11%,+5.19%,"$3,830,103,866"
2026-02-16 00:56:38,PAX Gold,paxg,"$5,033.46","$238,480,432.00",0.13%,+0.14%,+0.44%,"$2,310,274,809"
2026-02-16 00:56:38,Avalanche,avax,$9.24,"$270,425,672.00",0.14%,-4.11%,+0.35%,"$3,988,101,288"
2026-02-16 00:56:38,Uniswap,uni,$3.46,"$264,945,767.00",0.14%,-5.35%,-1.61%,"$2,191,294,172"
2026-02-16 00:56:38,Bitcoin Cash,bch,$555.30,"$277,014,392.00",0.15%,-1.77%,+4.39%,"$11,100,731,428"
2026-02-16 00:56:38,Litecoin,ltc,$54.77,"$331,109,488.00",0.18%,-2.50%,-0.25%,"$4,209,148,735"
2026-02-16 00:56:38,Chainlink,link,$8.72,"$350,327,716.00",0.19%,-4.56%,-2.62%,"$6,171,565,879"
2026-02-16 00:56:38,Aave,aave,$125.02,"$390,638,307.00",0.21%,-3.45%,+8.97%,"$1,899,067,057"
2026-02-16 00:56:38,TRON,trx,$0.28,"$476,373,496.00",0.25%,-0.87%,+0.27%,"$26,538,240,875"
2026-02-16 00:56:38,Zcash,zec,$296.26,"$535,141,149.00",0.29%,-8.38%,+22.34%,"$4,893,462,496"
2026-02-16 00:56:38,Cardano,ada,$0.28,"$563,706,976.00",0.30%,-5.24%,+2.30%,"$10,312,218,720"
2026-02-16 00:56:38,Sui,sui,$0.97,"$778,251,021.00",0.42%,-5.40%,-1.95%,"$3,742,799,057"
2026-02-16 00:56:38,Pepe,pepe,$0.00,"$984,728,704.00",0.53%,-8.99%,+14.62%,"$1,829,697,520"
2026-02-16 00:56:38,BNB,bnb,$615.78,"$1,016,043,221.00",0.54%,-2.37%,-5.01%,"$83,938,342,722"
2026-02-16 00:56:38,USD1,usd1,$1.00,"$1,756,732,870.00",0.94%,-0.04%,-0.12%,"$5,288,710,014"
2026-02-16 00:56:38,Dogecoin,doge,$0.10,"$2,850,978,328.00",1.52%,-7.41%,+4.87%,"$17,286,272,741"
2026-02-16 00:56:38,Ethereum,eth,"$1,957.89","$31,414,414,232.00",16.76%,-6.08%,-7.88%,"$236,280,372,497"
2026-02-16 00:56:38,USDC,usdc,$1.00,"$3,762,382,014.00",2.01%,-0.00%,+0.01%,"$73,597,962,720"
2026-02-16 00:56:38,Solana,sol,$86.12,"$4,343,386,669.00",2.32%,-2.02%,-2.54%,"$48,909,701,518"
2026-02-16 00:56:38,XRP,xrp,$1.47,"$5,406,645,105.00",2.88%,-1.76%,+1.56%,"$89,466,568,238"
2026-02-16 00:56:38,Bitcoin,btc,"$68,836.00","$43,778,663,581.00",23.35%,-1.49%,-2.70%,"$1,374,926,420,897"
2026-02-16 00:56:38,Tether,usdt,$1.00,"$85,393,658,165.00",45.55%,+0.00%,+0.02%,"$183,678,401,583"
2026-02-16 00:44:18,Figure Heloc,figr_heloc,$1.02,"$56,542.00",0.00%,+0.00%,-1.27%,"$15,459,348,752"
2026-02-16 00:44:18,USDS,usds,$1.00,"$3,234,175.00",0.00%,-0.02%,+0.03%,"$9,714,198,829"
2026-02-16 00:44:18,LEO Token,leo,$8.47,"$1,040,146.00",0.00%,-2.39%,+2.41%,"$7,800,599,954"
2026-02-16 00:44:18,Canton,cc,$0.16,"$8,594,854.00",0.00%,-3.33%,-4.50%,"$6,081,948,597"
2026-02-16 00:44:18,MemeCore,m,$1.33,"$8,801,030.00",0.00%,-1.89%,-0.95%,"$2,297,692,520"
2026-02-16 00:44:18,BlackRock USD Institutional Digital Liquidity Fund,buidl,$1.00,$0.00,0.00%,+0.00%,+0.00%,"$1,840,586,028"
2026-02-16 00:44:18,Falcon USD,usdf,$1.00,"$663,749.00",0.00%,-0.05%,-0.05%,"$1,750,058,731"
2026-02-16 00:44:18,Circle USYC,usyc,$1.12,$44.60,0.00%,+nan%,+0.06%,"$1,588,052,579"
2026-02-16 00:44:18,Cronos,cro,$0.08,"$15,620,475.00",0.01%,-4.59%,-0.82%,"$3,267,713,846"
2026-02-16 00:44:18,Bitget Token,bgb,$2.36,"$20,232,592.00",0.01%,-2.76%,-10.01%,"$1,651,091,374"
2026-02-16 00:44:18,OKB,okb,$78.32,"$22,044,184.00",0.01%,-2.40%,+3.26%,"$1,645,122,907"
